Status,Country,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying?,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?",Which of these factors would most motivate you to apply for a position at the organisation?,target,survey_duration_minutes,hour_started,is_weekend,is_business_hours,is_mobile,is_singapore,zero_duration,likely_timeout,reached_demographics,reached_perception,reached_interests,reached_attractiveness,reached_motivation,inst_grouped,subj_grouped,gender_fixed
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Learning and development,0,0.6166666666666667,17,1,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Languages, Literature and Classics",Singaporean/Singapore PR,Prefer not to say,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,9.0,Meaningful work impact,0,0.5,17,1,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Prefer not to say
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,9.0,Meaningful work impact,0,0.36666666666666664,17,1,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Creative Arts and Design,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,8.0,Career growth opportunities,0,1.45,18,1,1,1,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Compensation package,0,1.6833333333333333,19,1,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,9.0,Career growth opportunities,0,0.7166666666666667,19,1,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,9.0,Compensation package,0,0.9666666666666667,19,1,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Compensation package,0,0.8166666666666667,20,1,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Yale-NUS College,Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,6.0,Career growth opportunities,0,0.9,20,1,0,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Male
Complete,Singapore,Singapore Institute of Technology (SIT),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,3.0,Learning and development,0,0.6333333333333333,20,1,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Singapore Management University (SMU),Year 2,Bachelor's Degree,Law,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,0,0.5666666666666667,20,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Complete,Singapore,Nanyang Academy of Fine Arts (NAFA),Year 4,Bachelor's Degree,Creative Arts and Design,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,1.0,Job security,0,0.5666666666666667,20,1,0,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Meaningful work impact,0,0.85,20,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Male
Complete,Singapore,National Institute of Education (NIE),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7.0,Meaningful work impact,0,0.6,20,1,0,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,STEM,Male
Complete,Singapore,Singapore Management University (SMU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Work-life balance,0,0.7166666666666667,20,1,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National Institute of Education (NIE),Year 3,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,2.0,Career growth opportunities,0,0.6833333333333333,20,1,0,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,4.0,Learning and development,0,0.85,21,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,Media,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,,Application and interview process,,,9.0,Learning and development,0,0.6333333333333333,21,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,Singapore University of Social Sciences (SUSS),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,8.0,Career growth opportunities,0,0.8166666666666667,21,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,5.0,Learning and development,0,0.8833333333333333,21,1,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,7.0,Career growth opportunities,0,0.9166666666666666,21,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,8.0,Job security,0,1.2166666666666666,21,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,9.0,Compensation package,0,1.1166666666666667,21,1,0,0,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Career growth opportunities,0,1.2666666666666666,22,1,0,1,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,0,1.0,22,1,0,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,8.0,Job security,0,1.8,12,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Media,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,8.0,Job security,0,1.45,12,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,7.0,Job security,0,0.95,12,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,9.0,Job security,0,1.0333333333333334,12,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Male
Complete,Singapore,National Institute of Education (NIE),Year 3,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Job security,0,1.05,12,0,1,1,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,9.0,Job security,0,1.3166666666666667,12,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,9.0,Job security,0,20.466666666666665,12,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,10.0,Work-life balance,0,1.45,17,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,PSB Academy,Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Job security,0,1.9166666666666667,17,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Learning and development,0,1.05,17,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,English,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Job security,0,1.3166666666666667,17,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National Institute of Education (NIE),Year 2,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,8.0,Work-life balance,0,0.8,18,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Learning and development,0,0.8,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National Institute of Education (NIE),Year 2,Bachelor's Degree,English,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7.0,Learning and development,0,0.7,18,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,9.0,Job security,0,1.05,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Work-life balance,0,3.1166666666666667,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Job security,0,2.9833333333333334,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Politics,Singaporean/Singapore PR,Prefer not to say,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Career growth opportunities,0,0.6,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Prefer not to say
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Meaningful work impact,0,0.6666666666666666,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Female
Complete,Singapore,Singapore Institute of Technology (SIT),Year 1,Bachelor's Degree,English,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Meaningful work impact,0,0.7,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,LASALLE College of the Arts (LASALLE),Year 1,Bachelor's Degree,Media,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Meaningful work impact,0,0.8166666666666667,18,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Male
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,,Application and interview process,,,8.0,Career growth opportunities,0,0.6166666666666667,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Male
Complete,Singapore,James Cook University Singapore (JCU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Prefer not to say,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,10.0,Work-life balance,0,0.6666666666666666,18,0,1,0,1,0,0,1,1,1,1,1,Non-Autonomous/Other,STEM,Prefer not to say
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,10.0,Job security,0,1.2833333333333334,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Singapore Management University (SMU),Year 3,Bachelor's Degree,Law,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10.0,Career growth opportunities,0,0.65,18,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,19,0,0,0,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,United States,Yale-NUS College,Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7.0,Work-life balance,0,0.8333333333333334,19,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Female
Complete,United States,EASB East Asia Institute of Management,Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,5.0,Meaningful work impact,0,0.7166666666666667,19,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Female
Complete,United States,Johns Hopkins Singapore (JHS),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,,Work-life balance and culture,Application and interview process,,,5.0,Job security,0,0.7666666666666667,19,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,STEM,Female
Complete,United States,Embry-Riddle Aeronautical University Singapore,Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Prefer not to say,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10.0,Work-life balance,0,0.75,19,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Prefer not to say
Complete,United States,LASALLE College of the Arts (LASALLE),Year 1,Bachelor's Degree,English,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,4.0,Learning and development,0,0.9166666666666666,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Compensation package,0,0.8,20,0,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,9.0,Meaningful work impact,0,1.4666666666666666,20,0,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,8.0,Job security,0,0.9666666666666667,20,0,0,0,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Female
Complete,Singapore,James Cook University Singapore (JCU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Prefer not to say,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,8.0,Job security,0,1.1333333333333333,20,0,0,1,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Prefer not to say
Complete,Singapore,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,8.0,Work-life balance,0,0.7166666666666667,20,0,0,0,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,9.0,Compensation package,0,1.2,20,0,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Compensation package,0,1.0666666666666667,20,0,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,8.0,Job security,0,1.4,20,0,0,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,United States,James Cook University Singapore (JCU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,8.0,Meaningful work impact,0,0.9333333333333333,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Male
Complete,United States,LASALLE College of the Arts (LASALLE),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,10.0,Job security,0,1.2166666666666666,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Female
Complete,United States,Curtin University Singapore,Year 1,Bachelor's Degree,Creative Arts and Design,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,4.0,Learning and development,0,1.1166666666666667,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Male
Complete,United States,Nanyang Academy of Fine Arts (NAFA),Year 1,Bachelor's Degree,Creative Arts and Design,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,,Application and interview process,,,10.0,Job security,0,0.95,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Male
Complete,Singapore,Curtin University Singapore,Year 1,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,8.0,Job security,0,1.1666666666666667,20,0,0,1,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Female
Complete,United States,Nanyang Academy of Fine Arts (NAFA),Year 2,Bachelor's Degree,Creative Arts and Design,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Learning and development,0,1.05,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Female
Complete,United States,INSEAD Asia,Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Prefer not to say,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,10.0,Learning and development,0,1.05,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,STEM,Prefer not to say
Complete,Singapore,LASALLE College of the Arts (LASALLE),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Prefer not to say,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,6.0,Learning and development,0,0.9,20,0,0,1,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Arts/Social Sciences,Prefer not to say
Complete,United States,Curtin University Singapore,Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,,Work-life balance and culture,Application and interview process,,,8.0,Job security,0,0.7666666666666667,20,0,0,1,0,0,0,1,1,1,1,1,Non-Autonomous/Other,Business/Management,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,23,0,0,0,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
